ward_id,ward_name,circle,zone,area_sq_m,latitude,longitude,population,population_density,elderly_percentage,outdoor_worker_density,healthcare_access,informal_settlement_percentage,temperature,relative_humidity,wet_bulb_temperature,wind_speed,solar_radiation,dew_point,pressure,cloud_cover,land_surface_temperature,heat_index,estimated_wbgt,vulnerability_score,risk_score,risk_level,data_type,weather_timestamp,vulnerability_level
41,41-KANCHANBAGH,8-CHANDRAYANGUTTA,CHARMINAR ZONE,4998944.944571167,17.325955942097494,78.49883561763875,49872,9976.51,7.88,30.32,53.83,30.57,33.72,56.3,30.66,3.77,624.52,24.98,1002.39,0.0,37.73,33.72,28.83,33.28,56.74,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
7,7-CHILUKA NAGAR,2-UPPAL,L.B.NAGAR ZONE,2937031.704346888,17.41324146443827,78.55850398903644,40123,13661.07,5.64,53.2,40.98,24.9,31.51,62.14,28.86,4.65,716.99,23.94,992.29,18.94,36.79,31.51,27.22,39.01,54.0,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
9,9-RAMANTHAPUR,2-UPPAL,L.B.NAGAR ZONE,2971368.620590802,17.389104752192054,78.53725419410502,33202,11173.98,9.8,43.16,32.76,14.63,33.7,55.68,30.6,4.09,725.09,24.84,997.31,46.02,34.7,33.7,28.88,38.92,58.71,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
25,25-MOOSARAMBAGH,6-MALAKPET,CHARMINAR ZONE,1825093.0906680697,17.373365114435252,78.51741126743912,55821,30585.29,11.31,59.25,49.0,39.41,31.02,58.76,28.14,4.17,883.82,22.78,985.64,42.91,36.5,31.02,26.78,52.0,56.13,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,HIGH
80,BANDLA GUDA,BANDLAGUDA, ,1320704.6265619062,17.526408818386255,78.27951903934373,62877,47608.68,17.69,51.48,60.2,16.71,31.41,58.06,28.47,3.39,837.09,23.02,1004.31,3.66,40.21,31.41,27.05,45.71,56.62,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
28,28-AZAMPURA,6-MALAKPET,CHARMINAR ZONE,1383526.4181887496,17.373202078121224,78.49218516795989,81000,58546.05,11.96,41.15,63.02,22.39,28.81,62.48,26.19,1.9,449.78,21.31,998.01,20.51,32.91,29.6,24.54,37.62,44.4,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
56,56-KISHAN BAGH,10-FALAKNUMA,CHARMINAR ZONE,1585457.675225006,17.360349475427615,78.44401808873238,47289,29826.72,14.94,59.42,98.0,25.23,31.79,69.65,29.67,1.68,906.21,25.72,994.09,23.37,37.31,33.21,28.03,37.22,64.17,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
52,52-PURANAPOOL,9-CHARMINAR,CHARMINAR ZONE,790688.9969908029,17.361374984793578,78.46362669898217,28766,36380.93,9.75,41.15,86.8,14.56,31.12,74.47,29.33,4.98,529.73,26.02,997.88,27.69,38.17,31.12,27.29,24.41,53.79,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
59,59-MAILARDEVPALLY,11-RAJENDRA NAGAR,CHARMINAR ZONE,13206245.232379548,17.31049538307561,78.4315532281441,73789,5587.43,7.35,46.59,51.64,27.65,28.39,61.1,25.67,3.58,797.63,20.61,987.95,7.48,33.07,28.39,24.45,36.89,43.29,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
46,46-FALAKNUMA,10-FALAKNUMA,CHARMINAR ZONE,1863334.4753085545,17.326899569390882,78.46510412321675,60194,32304.45,8.12,30.85,73.91,15.6,30.9,63.9,28.37,3.11,631.56,23.68,1000.91,22.43,34.74,30.94,26.67,23.08,49.58,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
61,61-ATTAPUR,11-RAJENDRA NAGAR,CHARMINAR ZONE,4531228.684756497,17.363581756224338,78.42840946667808,64917,14326.58,8.96,35.93,61.08,17.06,30.84,46.49,27.09,4.01,549.93,20.14,993.38,20.43,31.84,30.84,25.68,29.03,40.95,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
60,60-RAJENDRANAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,21674719.43650513,17.329619125907918,78.40457119481738,24514,1131.0,18.95,25.24,63.17,38.35,34.6,57.12,31.59,5.19,312.69,26.02,993.98,50.43,40.88,34.6,29.35,45.2,58.69,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
49,49-GANSIBAZAR,9-CHARMINAR,CHARMINAR ZONE,1733240.1721614052,17.36405723995243,78.4696526651999,38928,22459.67,8.63,48.85,71.15,9.51,32.79,67.4,30.51,4.27,590.83,26.27,992.54,51.18,37.56,32.79,28.5,27.14,57.54,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
33,33-MOGHALPURA,9-CHARMINAR,CHARMINAR ZONE,840654.3062682932,17.35306788224473,78.47818412707723,69445,82608.27,14.43,18.5,78.53,3.0,31.02,66.66,28.69,3.02,354.9,24.35,992.1,32.08,34.0,31.31,26.64,22.5,49.14,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
47,47-NAWABSAHEBKUNTA,10-FALAKNUMA,CHARMINAR ZONE,1022827.1962674254,17.334878661477557,78.46105884782605,73761,72114.82,8.34,45.95,62.23,41.33,31.5,60.12,28.71,5.84,784.44,23.52,998.47,27.16,36.75,31.5,27.18,43.16,53.57,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
58,58-SHASTRIPURAM,11-RAJENDRA NAGAR,CHARMINAR ZONE,4884596.331973677,17.32453888532225,78.45069873230123,47159,9654.64,14.76,32.33,86.09,52.59,31.09,66.86,28.77,6.37,877.85,24.46,996.28,37.8,34.92,31.09,27.23,42.16,56.05,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
152,54-JAHANUMA,10-FALAKNUMA,CHARMINAR ZONE,1520779.030143766,17.342457721642596,78.45924325597294,71919,47290.89,12.85,51.4,48.59,17.14,30.59,62.91,28.0,4.74,484.53,23.18,998.26,18.67,34.54,30.59,26.2,43.23,50.49,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
48,48-SHALIBANDA,9-CHARMINAR,CHARMINAR ZONE,1550759.021427913,17.345506044664326,78.4693974674791,74393,47971.99,10.95,45.51,68.11,3.0,28.84,70.0,26.74,5.46,671.34,22.84,994.96,12.06,35.05,28.84,25.15,28.11,44.93,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
53,53-DOODBOWLI,10-FALAKNUMA,CHARMINAR ZONE,1200547.4382621727,17.35555196444019,78.45973295672165,43961,36617.46,11.36,60.49,98.0,18.27,30.7,60.89,27.96,5.86,496.68,22.88,997.57,16.2,33.02,30.7,26.21,30.73,46.84,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
153,55-RAMNASTPURA,10-FALAKNUMA,CHARMINAR ZONE,4365674.814870215,17.348050756006003,78.44568251023264,78171,17905.82,9.21,45.23,71.79,18.57,29.51,54.44,26.32,5.7,513.16,20.4,992.91,22.3,36.6,29.51,24.84,30.01,38.64,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
43,43-CHANDRAYANGUTTA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,1943977.960066474,17.32433353336824,78.48136395522086,37317,19196.21,13.06,12.99,92.36,19.72,28.5,61.36,25.79,4.92,751.66,20.77,1006.15,11.73,30.7,28.5,24.51,19.58,38.39,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
44,44-UPPUGUDA,8-CHANDRAYANGUTTA,CHARMINAR ZONE,1418421.199361422,17.33548910511262,78.48590743089608,34050,24005.56,9.91,34.06,69.56,8.64,32.02,35.0,27.47,4.9,613.45,19.02,987.16,38.24,35.7,32.02,26.25,24.26,38.63,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
35,35-GOWLIPURA,7-SANTOSH NAGAR,CHARMINAR ZONE,1042579.5140594525,17.345619529172,78.47915474953187,63727,61124.35,7.21,18.59,77.87,28.95,31.78,61.83,29.11,4.78,915.74,24.15,1001.3,49.59,40.63,31.78,27.65,23.67,52.53,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
30,30-DABEERPURA,6-MALAKPET,CHARMINAR ZONE,1290188.1776607586,17.370303450184405,78.4860373148036,60663,47018.72,7.03,27.74,67.03,28.29,27.43,35.0,22.88,2.35,538.02,14.43,1001.84,3.26,34.68,27.43,22.04,28.41,23.61,LOW,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
32,32-PATHER GATTI,9-CHARMINAR,CHARMINAR ZONE,1689888.5786931447,17.36339818319299,78.48031214317645,27363,16192.19,12.1,56.16,65.1,4.07,30.75,40.77,26.61,5.05,789.89,18.91,990.74,35.5,35.95,30.75,25.57,32.75,40.85,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
23,23-GADDIANNARAM,5-SAROOR NAGAR,L.B.NAGAR ZONE,1444735.007478655,17.363712041308638,78.52947856540669,73793,51077.19,17.03,43.93,54.75,30.39,32.99,62.52,30.37,1.97,636.56,25.49,1006.15,30.6,36.11,33.74,28.49,49.74,64.08,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
24,24-SAIDABAD,6-MALAKPET,CHARMINAR ZONE,1804988.1242625872,17.362399989126484,78.51449939661914,31393,17392.36,12.06,25.21,75.32,46.63,33.12,62.78,30.51,2.81,755.28,25.67,999.98,41.83,37.06,33.3,28.74,37.6,61.27,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
27,27-AKBERBAGH,6-MALAKPET,CHARMINAR ZONE,1420731.0916358756,17.36854571453612,78.50555616230791,71928,50627.46,11.08,20.81,53.52,24.06,33.05,46.38,29.3,5.96,543.98,22.33,999.86,34.74,38.2,33.05,27.66,33.27,47.86,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
45,45-JANGAMMET,8-CHANDRAYANGUTTA,CHARMINAR ZONE,1686439.228540895,17.335131583692448,78.47561934074793,18493,10965.71,12.5,35.46,79.31,17.95,31.08,50.88,27.64,5.26,611.57,21.25,995.14,5.93,36.15,31.08,26.17,28.36,43.75,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
42,42-BARKAS,8-CHANDRAYANGUTTA,CHARMINAR ZONE,1583707.2436379616,17.31657972344294,78.47504761513194,71388,45076.51,16.07,17.97,86.45,20.3,29.31,71.71,27.33,6.23,600.37,23.65,993.91,9.75,34.13,29.31,25.59,27.61,45.98,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
57,57-SULEMAN NAGAR,11-RAJENDRA NAGAR,CHARMINAR ZONE,3433463.253764388,17.34237182941088,78.42960982767251,70723,20598.15,12.27,25.6,74.23,29.38,28.83,53.16,25.55,3.59,477.87,19.46,993.95,35.59,33.77,28.83,24.13,31.44,37.15,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
74,74-AHMED NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,1708902.6166699608,17.402257268452455,78.44257099116234,70284,41128.15,10.06,39.37,63.13,3.0,31.69,80.43,30.32,2.27,732.55,27.78,996.95,55.58,36.26,33.41,28.29,26.25,62.62,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
92,92-VENKATESHWARA COLONY,18-JUBILEE HILLS,KHAIRATHABAD ZONE,4908437.2762763575,17.421245714708192,78.43326853495783,62545,12742.34,15.37,51.17,75.72,23.97,31.76,57.98,28.82,3.64,730.54,23.35,1002.01,0.0,33.87,31.76,27.25,40.11,55.44,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
89,89-GANDHINAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,1357474.15209638,17.40877793224716,78.49245908738193,49594,36534.03,13.0,43.52,62.75,17.31,33.57,62.08,30.92,4.15,720.9,25.99,995.91,41.91,37.54,33.57,29.08,36.74,60.83,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
75,75-RED HILLS,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,1975483.3948766096,17.399438971219052,78.46220387973959,65246,33027.87,16.88,10.0,83.9,44.17,33.2,74.17,31.39,4.12,881.28,28.03,990.44,58.79,40.03,33.21,29.5,35.97,65.43,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
79,79-HIMAYATNAGAR,16-AMBERPET,SECUNDERABAD ZONE,2054039.26883218,17.39924359953408,78.48462994069386,36567,17802.48,12.14,39.26,36.87,19.91,30.74,59.31,27.89,5.7,866.39,22.6,999.12,31.94,33.0,30.74,26.53,41.79,51.03,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
88,88-BHOLAKPUR,15-MUSHEERABAD,SECUNDERABAD ZONE,1000746.3994614008,17.418242734173667,78.49508957620928,70308,70255.56,7.21,36.01,62.29,42.01,28.51,47.98,24.87,3.46,556.26,18.11,999.61,46.0,33.13,28.51,23.67,38.93,35.5,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
86,86-MUSHEERABAD,15-MUSHEERABAD,SECUNDERABAD ZONE,840168.3871182237,17.41616740337896,78.50678264756573,55228,65734.44,6.71,40.79,34.16,8.76,30.36,56.9,27.34,4.53,683.42,21.74,998.27,20.94,33.72,30.36,25.9,33.92,45.56,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
85,85-ADIKMET,15-MUSHEERABAD,SECUNDERABAD ZONE,1181441.5238622697,17.40638749693859,78.50974917117942,48747,41260.61,17.28,57.63,42.58,29.05,31.43,57.64,28.47,2.52,513.99,22.96,998.73,32.61,36.66,31.48,26.73,56.66,56.83,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,HIGH
87,87-RAMNAGAR,15-MUSHEERABAD,SECUNDERABAD ZONE,1734881.6043374084,17.40615593574267,78.50051455520007,51875,29901.18,17.53,10.0,91.19,25.83,30.6,44.35,26.7,4.68,623.97,19.47,993.65,2.58,34.82,30.6,25.43,27.23,39.08,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
90,90-KAVADIGUDA,15-MUSHEERABAD,SECUNDERABAD ZONE,2013731.6677583128,17.414090115217554,78.48456246996072,56105,27861.21,10.87,26.72,83.22,11.57,29.84,55.44,26.73,4.0,518.04,20.93,990.36,0.0,37.8,29.84,25.19,20.75,39.59,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
93,93-BANJARA HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,3491582.083164065,17.410220010479502,78.43783554454754,20496,5870.12,10.16,43.27,55.77,24.13,31.51,50.58,28.05,2.88,895.41,21.62,990.66,53.86,37.52,31.51,26.83,36.7,51.4,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
91,91-KHAIRTABAD,17-KHAIRATABAD,KHAIRATHABAD ZONE,8789901.245247131,17.42027095047624,78.46762347287837,27366,3113.35,16.62,12.86,42.46,36.55,29.99,67.24,27.7,3.65,681.83,23.44,986.82,15.3,32.37,29.99,26.07,43.62,52.46,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
103,103-BORABANDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,909703.4955603308,17.450826493678974,78.41104249272024,34447,37866.18,7.63,55.66,25.0,18.11,29.74,58.35,26.83,3.72,582.94,21.41,996.18,25.89,36.09,29.74,25.31,44.76,46.66,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
97,97-SOMAJIGUDA,17-KHAIRATABAD,KHAIRATHABAD ZONE,2375275.766547892,17.430943404661928,78.44968008640929,25673,10808.43,8.37,40.16,58.76,3.0,31.62,55.17,28.48,3.59,822.92,22.66,994.58,7.27,35.07,31.62,27.09,24.45,49.83,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
98,98-AMEERPET,17-KHAIRATABAD,KHAIRATHABAD ZONE,2406656.4305799804,17.439860408063907,78.45094368455763,47454,19717.81,13.75,46.85,98.0,21.79,30.2,56.94,27.18,6.66,251.0,21.58,992.8,6.8,34.04,30.2,25.32,30.14,39.99,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
101,101-ERRAGADDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,1568931.722472379,17.45342398650893,78.4287397250991,62782,40015.76,10.12,27.01,75.39,11.17,31.49,60.23,28.7,3.85,277.6,23.53,980.22,31.52,37.12,31.49,26.67,22.41,46.17,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
100,100-SANATH NAGAR,17-KHAIRATABAD,KHAIRATHABAD ZONE,2527957.0767533467,17.454550297905794,78.4421818329991,61846,24464.81,11.48,46.39,58.49,17.89,31.55,64.17,29.04,3.63,755.29,24.38,988.76,20.41,35.56,31.55,27.39,36.72,56.39,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
99,99-VENGALRAO NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,2227745.7033121763,17.442546424243638,78.4325833734702,49563,22248.05,10.93,49.96,75.91,21.02,28.72,48.0,25.08,0.85,630.28,18.32,1000.6,42.56,35.51,29.29,23.93,33.56,39.07,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
102,102-RAHAMATH NAGAR,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,1030390.6497545828,17.4458083441012,78.41922470823957,75290,73069.37,12.68,38.26,41.46,3.0,30.04,47.58,26.37,2.66,662.58,19.55,991.68,44.05,33.49,30.04,25.13,36.26,42.47,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
6,6-NACHARAM,1-KAPRA,L.B.NAGAR ZONE,5000632.718816831,17.427999147144323,78.55442995527658,55870,11172.59,16.43,38.28,62.95,3.0,33.88,69.05,31.71,3.61,394.51,27.68,996.8,41.42,37.64,33.91,29.37,32.39,61.01,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
84,84-BAGH AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,1556582.3374299144,17.39759977957429,78.51778527634515,23306,14972.55,11.82,38.78,69.69,27.78,28.68,53.88,25.45,2.97,616.05,19.45,988.05,39.77,32.36,28.68,24.16,35.33,39.84,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
81,81-NALLAKUNTA,16-AMBERPET,SECUNDERABAD ZONE,1376867.316224099,17.397130323492497,78.50730391913643,69254,50298.24,13.75,22.91,66.54,15.73,26.77,43.83,22.83,6.07,960.6,15.53,1002.19,66.56,30.64,26.77,22.3,30.17,26.82,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
155,80-KACHIGUDA(Barkathpura),16-AMBERPET,SECUNDERABAD ZONE,1470552.189978005,17.390762992363193,78.49445203424789,56498,38419.58,5.0,32.93,81.44,3.0,27.28,62.44,24.65,3.75,760.11,19.76,994.28,13.65,34.47,27.28,23.47,13.08,33.69,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
82,82-GOLNAKA,16-AMBERPET,SECUNDERABAD ZONE,1709329.8967423576,17.38698132494639,78.50693616024282,60526,35409.2,11.33,32.86,73.86,31.42,31.06,62.63,28.44,5.93,648.85,23.58,996.45,33.9,37.32,31.06,26.77,34.06,50.01,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
83,83-AMBERPET,16-AMBERPET,SECUNDERABAD ZONE,1923492.9274794147,17.386124720927572,78.522518902944,55880,29051.32,8.55,40.37,79.36,25.27,31.06,42.69,27.05,4.09,545.36,19.6,1006.63,57.65,39.48,31.06,25.69,28.8,39.99,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
51,51-GOSHA MAHAL,14-GOSHAMAHAL,KHAIRATHABAD ZONE,1141012.764451927,17.375992938723606,78.46432188507681,55089,48280.79,7.23,49.0,56.3,13.43,30.76,60.29,27.99,4.06,552.92,22.82,1002.58,60.29,40.3,30.76,26.3,32.19,48.07,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
68,68-TOLICHOWKI,13-KARWAN,KHAIRATHABAD ZONE,2191790.687915641,17.392874670818127,78.40814695020819,24067,10980.52,8.43,20.18,83.26,6.2,33.43,65.36,31.0,3.87,258.04,26.5,993.47,6.56,36.37,33.43,28.65,12.96,51.77,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
67,67-GOLCONDA,13-KARWAN,KHAIRATHABAD ZONE,2606518.184133138,17.385199038528622,78.415604755633,55466,21279.73,10.33,33.25,95.69,32.03,26.0,61.74,23.32,4.01,663.8,18.35,992.03,28.75,31.14,26.0,22.19,26.68,31.26,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
77,77-JAMBAGH(Nampally),14-GOSHAMAHAL,KHAIRATHABAD ZONE,2078114.905864224,17.385495609520916,78.47233433848459,71259,34290.21,14.71,55.74,51.51,26.19,31.79,64.32,29.29,6.58,763.73,24.66,993.37,62.16,34.44,31.79,27.63,49.12,58.09,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
63,63-MANGALHAT,14-GOSHAMAHAL,KHAIRATHABAD ZONE,1151686.025757098,17.377715037363465,78.45741772714254,38364,33311.16,6.86,24.59,52.91,50.59,34.12,43.96,30.2,0.52,352.14,22.91,997.55,45.16,37.57,34.66,28.32,39.55,54.5,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
71,71-GUDIMALKAPUR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,1700151.7354963927,17.384116070132915,78.43425403068213,58390,34343.99,11.61,23.49,90.71,27.04,28.74,61.31,26.04,1.0,507.56,21.01,994.47,38.91,32.48,30.09,24.48,25.09,41.89,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
70,70-MEHDIPATNAM,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,1216959.061145284,17.391706326911688,78.43831236410018,20064,16487.0,9.81,37.83,64.75,26.65,30.24,54.97,27.09,3.19,423.23,21.24,993.02,30.65,33.13,30.24,25.43,33.59,43.58,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
76,76-MALLEPALLY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,948830.1892776436,17.38946989339981,78.45909175138058,41282,43508.31,10.35,46.82,91.86,20.0,29.49,53.17,26.22,4.02,455.89,20.13,1002.34,27.32,32.39,29.49,24.71,27.97,38.79,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
62,62-ZIAGUDA,13-KARWAN,KHAIRATHABAD ZONE,1494905.1763368011,17.366595850182875,78.44903213301126,47260,31614.05,15.01,35.16,60.48,31.8,29.21,66.71,26.88,5.04,629.09,22.55,994.43,40.76,33.92,29.21,25.29,42.84,48.04,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
72,72-ASIF NAGAR,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,1229814.708074297,17.3843005143324,78.44562044056221,83843,68175.31,13.38,53.61,92.74,29.5,30.35,72.79,28.44,4.71,265.65,24.91,1006.5,29.95,32.91,30.35,26.25,38.26,51.8,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
73,73-VIJAYANAGAR COLONY,12-MEDHDIPATNAM,KHAIRATHABAD ZONE,1710163.075808345,17.394675003720536,78.45068385930064,32377,18932.11,16.18,47.0,70.24,37.02,33.85,75.94,32.17,3.42,724.43,29.04,995.45,34.15,40.54,34.47,30.02,46.81,70.04,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
5,5-MALLAPUR,1-KAPRA,L.B.NAGAR ZONE,6942441.555146449,17.4444993154819,78.57463379760829,36528,5261.55,10.96,46.79,72.39,15.74,34.67,71.15,32.66,5.53,748.16,28.9,1003.93,36.57,37.84,34.67,30.54,30.78,64.37,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
3,3-CHERLAPALLY,1-KAPRA,L.B.NAGAR ZONE,14795383.66990394,17.468373464220537,78.59449243336185,45371,3066.56,9.06,42.76,94.6,16.78,30.33,56.9,27.31,5.55,577.31,21.71,996.79,21.44,40.33,30.33,25.76,21.51,41.82,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,LOW
96,96-YOUSUFGUDA,19-YOUSUFGUDA,SERILINGAMPALLY ZONE,1948430.215836411,17.435927430066023,78.42379884982718,84508,43372.35,10.72,67.59,61.85,16.25,34.81,61.53,32.12,4.28,198.28,27.12,999.81,45.64,38.91,34.81,29.64,41.51,60.07,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
95,95-JUBILEE HILLS,18-JUBILEE HILLS,KHAIRATHABAD ZONE,8789084.776584668,17.426363950657468,78.41075827941735,75178,8553.56,12.35,32.13,52.0,31.49,31.07,65.67,28.67,5.44,450.61,24.2,991.38,93.28,36.22,31.07,26.73,40.0,51.44,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
50,50-BEGUM BAZAR,14-GOSHAMAHAL,KHAIRATHABAD ZONE,1569636.4031923132,17.37496145431687,78.47263546632254,20324,12948.22,12.12,10.0,60.37,39.98,34.51,59.21,31.65,4.41,829.59,26.35,990.73,0.0,36.92,34.51,29.89,34.22,60.92,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
78,78-GUNFOUNDRY(Abids),14-GOSHAMAHAL,KHAIRATHABAD ZONE,3217370.655175054,17.39331042081638,78.47865786086008,33673,10466.0,7.7,57.46,75.69,16.49,30.81,59.31,27.96,3.16,150.0,22.67,997.3,41.48,39.23,30.81,25.89,29.76,45.01,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
65,65-KARWAN,13-KARWAN,KHAIRATHABAD ZONE,1889314.853227196,17.376180135283082,78.43721274195356,73052,38665.87,11.82,28.59,41.38,16.9,31.26,66.24,28.9,5.05,560.92,24.51,999.94,19.8,38.5,31.26,27.04,36.51,52.68,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
2,2-DR.A.S.RAO NAGAR,1-KAPRA,L.B.NAGAR ZONE,4661705.312791604,17.481016756813563,78.57007346105352,21906,4699.14,12.3,36.51,78.84,25.77,31.73,57.41,28.75,4.17,419.4,23.21,995.2,46.55,37.32,31.73,26.89,31.47,49.26,MODERATE,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
4,4-MEERPET H.B.COLONY,1-KAPRA,L.B.NAGAR ZONE,3014512.1786993383,17.455385016959326,78.57114771494594,75329,24988.79,20.31,53.33,58.84,19.05,37.36,50.71,33.91,4.0,756.78,27.5,988.57,35.93,39.66,37.36,31.96,49.82,69.19,HIGH,SYNTHETIC_PROTOTYPE,2026-09-14 14:00,MODERATE
